# timestamp[secs] tx ty tz qx qy qz qw
4.03439800000342e-06 -0.204559216 -0.056385318 24.273253335 0.00286327 -0.019949495 0.001825193 0.999795221
4.23611700000038e-06 -0.247696289 -0.050523192 25.41866209 0.002305673 -0.021141432 0.002209351 0.999771397
4.43783700000495e-06 -0.299244027 -0.054609307 26.530156698 0.0018276 -0.022309799 0.002561818 0.99974615
4.63955700000224e-06 -0.347038053 -0.043944847 27.631556031 0.001518993 -0.02300125 0.002297416 0.999731644
4.841276999999539e-06 -0.40397949 -0.05093262 28.737559081 0.000886077 -0.023502699 0.003092825 0.999718596
5.042997000004111e-06 -0.443083049 -0.042472702 29.82242821 0.000287087 -0.023871845 0.003056718 0.999710311
5.2447170000014e-06 -0.507330286 -0.036094341 30.91067694 0.000458191 -0.023853989 0.004217507 0.999706449
5.4464369999987e-06 -0.519934619 -0.030648495 32.005658077 6.2858e-05 -0.023396746 0.003550738 0.999719949
5.64815600000293e-06 -0.580139624 -0.021206829 33.043106287 -0.000671236 -0.021228802 0.003546679 0.999768128
5.84987600000022e-06 -0.611778856 -0.005564318 34.090962406 -0.000755563 -0.018925368 0.003636593 0.999813998
6.05159600000479e-06 -0.625242118 0.008017008 35.110790904 -0.001009989 -0.014861465 0.003453658 0.999883088
6.25331600000209e-06 -0.630920121 0.017721661 36.115349813 -0.001189088 -0.009604136 0.003319648 0.999947661
6.45503599999938e-06 -0.620928404 0.029471152 37.088668745 -0.001371534 -0.001748765 0.003313788 0.99999204
6.6567560000039506e-06 -0.609072163 0.051260567 38.050165763 -0.001157926 0.007845603 0.003499124 0.99996243
6.85847500000091e-06 -0.559194133 0.0606771 38.969922574 -0.001109053 0.018812845 0.003541158 0.999816135
7.0601949999981995e-06 -0.477160231 0.064109306 39.881838616 -0.001476463 0.03128375 0.003385646 0.999503719
7.261915000002771e-06 -0.386288604 0.05926296 40.766435273 -0.002228768 0.044935108 0.003290205 0.998981997
7.46363500000007e-06 -0.273475355 0.061160558 41.62380229 -0.003093544 0.059258995 0.003562439 0.998231502
7.66535500000464e-06 -0.123954338 0.063110763 42.465025049 -0.004067862 0.074075706 0.003459411 0.997238317
7.867075000001929e-06 0.047736395 0.061207182 43.293106051 -0.004555909 0.088395393 0.002907411 0.996070771
8.06879399999889e-06 0.245187926 0.084114342 44.0809774 -0.004364939 0.103186258 0.002297302 0.994649801
8.27051400000346e-06 0.465349527 0.092025941 44.851589937 -0.003562463 0.118482433 0.001039532 0.992949255
8.47223500000109e-06 0.687859956 0.115213548 45.623046564 -0.003573874 0.136201744 0.000874072 0.990674286
8.67395499999839e-06 0.968917275 0.110910003 46.369473068 -0.003969247 0.15542257 0.000592214 0.987839892
8.87567500000296e-06 1.266059138 0.112830209 47.121729764 -0.004587301 0.17516606 0.00057404 0.98452787
9.07739500000025e-06 1.59493431 0.133556944 47.890307025 -0.004202721 0.196411757 0.001702835 0.980510855
9.27911400000448e-06 1.981324374 0.140661817 48.649439564 -0.003783714 0.218870163 0.002009697 0.975744453
9.48083400000178e-06 2.386164535 0.156695195 49.387951778 -0.003319197 0.242035402 0.002089494 0.97025954
9.68255399999907e-06 2.825767988 0.159347727 50.073195888 -0.003008597 0.266438407 0.002224339 0.963844412
9.884274000003639e-06 3.290738672 0.178923588 50.740940572 -0.001203518 0.290034855 0.001795389 0.957013551
1.00859940000009e-05 3.805593799 0.173741154 51.355983145 -0.00046641 0.31463377 2.101e-05 0.949213076
1.02877139999982e-05 4.333788381 0.178648263 51.960460046 0.00104946 0.33942851 -1.246e-06 0.940631098
1.0489433000002499e-05 4.863776062 0.181896329 52.548248206 0.002525378 0.364284122 0.004688654 0.931272008
1.0691152999999798e-05 5.466013895 0.202343461 53.06900449 0.000966145 0.387639524 0.003557306 0.921802802
1.0892873000004301e-05 6.076131558 0.184544643 53.572123132 -0.000183713 0.412997161 0.004317105 0.910722401
1.10945930000016e-05 6.722594052 0.169688807 54.067698905 0.002042329 0.437248989 0.006679624 0.899313253
1.12963129999989e-05 7.393808686 0.205064887 54.508754611 0.009290884 0.460517074 0.006428199 0.887578419
1.1498033000003501e-05 8.112521396 0.190116738 54.910757456 0.010691033 0.483686594 0.002618557 0.875172064
1.16997520000004e-05 8.810132197 0.186342751 55.267396876 0.010155689 0.506490677 0.002187798 0.862183751
1.1901472000005e-05 9.534782791 0.167760772 55.606228447 0.009925365 0.529459885 0.004944023 0.84826163
1.21031920000023e-05 10.260379183 0.182758059 55.895477901 0.008583839 0.55073353 0.006638248 0.834610518
1.23049119999996e-05 11.032686402 0.181863556 56.133060249 0.006084119 0.572178457 0.00529735 0.820088817
1.25066320000042e-05 11.797709199 0.173261031 56.355791987 0.006529477 0.591938489 0.005514792 0.805936233
1.2708352000001501e-05 12.59762575 0.162655577 56.542948837 0.007597184 0.610803717 0.006904741 0.791714249
1.2910071999998801e-05 13.425205631 0.169126225 56.720216849 0.009502062 0.628919971 0.006274769 0.777386998
1.3111791000003001e-05 14.273132717 0.16139514 56.828851959 0.007635914 0.647241492 0.006367167 0.762217501
1.33135110000003e-05 15.154345748 0.166900497 56.894338351 0.004939127 0.665039288 0.004903216 0.746776647
